Name,Description,Muscles Involved,Related Conditions,Structures Involved,URL
Bear Crawl Hip Abductions,"The Bear Crawl Hip Abduction exercise is used to develop core endurance and glute strength. This exercise is also great for getting the body to associate both movements together as needed for exercises like the squat or deadlift. Start by going into a BEAR CRAWL HOLD position with a mini band wrapped around the knees. Lift the knees off the floor and push your knees apart as far as they can to resist the band, then slowly bring them inwards and together and repeat.","Core, Quadriceps, Glutes","Acute Low Back Pain, Thoracolumbar Syndrome, Sacroiliac Joint Syndrome, Spondylolytic Spondylolisthesis, Squat Warm Up",N/A,https://www.rehabhero.ca/exercise/bear-crawl-hip-abductions
Bear Crawl Arm Lifts,This is a core endurance exercise.  Get into a BEAR CRAWL HOLD position and lift up one arm off the ground. Hold while maintaining a neutral spine and without shifting to the opposite side with your pelvis or shoulders. Keep the pelvis and shoulders neutral by making sure it doesn’t rotate downwards.,"Core - Transverse Abdominus, Obliques, Quadriceps, Serratus Anterior","Acute Low Back Pain, Sacroiliac Joint Syndrome, Thoracolumbar Syndrome, Spondylolytic Spondylolisthesis",N/A,https://www.rehabhero.ca/exercise/bear-crawl-arm-lifts
Bear Crawl Leg Lifts,This is a core endurance exercise.  Get into a BEAR CRAWL HOLD position and lift up one foot off the ground. Hold while maintaining a neutral spine and without shifting to the opposite side with your pelvis. Keep the pelvis neutral by making sure it doesn’t rotate downwards.,"Core - Transverse Abdominus, Obliques, Quadriceps, Serratus Anterior","Acute Low Back Pain, Sacroiliac Joint Syndrome, Thoracolumbar Syndrome, Spondylolytic Spondylolisthesis",N/A,https://www.rehabhero.ca/exercise/bear-crawl-leg-lifts
Bear Crawl Holds,"This is a core endurance and strengthening exercise. Start by going on your hands and knees, with your feet supported by your toes. The hands and knees should be placed directly below the shoulders and hips respectively. From here slightly lift the knees off of the floor and hold while maintaining a neutral spine.","Core, Quadriceps, Serratus Anterior","Acute Low Back Pain, Thoracolumbar Syndrome, Sacroiliac Joint Syndrome, Spondylolytic Spondylolisthesis",N/A,https://www.rehabhero.ca/exercise/bear-crawl-holds
Chin Tuck Rotations,"This is a neck strengthening exercise that targets the deep neck flexors as well as the neck rotators. Start by laying face up and tucking in your chin. When you tuck your chin in make sure that your forehead is still level with your chin (they should be parallel with the floor). From here, rotate your neck all the way to one side and then alternate sides. Come back to center and rest to complete a single repetition. When starting your next set it is ideal to alternate the side you start rotating your neck towards. For example, during the first set you may start by rotating left and then right. For the second set it would be ideal to start by rotating right first and then left.","Suboccipitals, Longus Colli, Scalenes, Sternocleidomastoid","Whiplash Associated Disorder, Cervicogenic Headache, Brachial Plexopathy, Thoracic Outlet Syndrome, Forward Head Posture, Upper Cross Syndrome",N/A,https://www.rehabhero.ca/exercise/chin-tuck-rotations
Assisted Neck Rotation,This is an exercise that uses a heavy strength band or a towel to help you increase your cervical rotation. Wrap a towel or heavy strength band around your head as shown and hold each end with your hands. Be sure not to cross the front of your neck with the band to ensure you do not compress your airways. Gently pull with the elevated hand to help pull your neck into rotation.,N/A,"Grade 2 NAD (Neck Associated Disorder), Whiplash, Cervicogenic Headache","Cervical Spine, Sternocleidomastoid (SCM), Scalenes",https://www.rehabhero.ca/exercise/assisted-neck-rotation
Internal Rotation Perturbations,"This is a rotator cuff stability exercise that adds perturbations to train shoulder proprioception. Loop a strength band through a fraction plate of up to 2.5 lbs and wrap it around a stable object. From here grab the band with the arm closest to the anchor point and take a side step away from it. Keep the arm and elbow tucked to the side of your body with a 90 degree bend in the elbow. Grab the weight plate and pull on it to tense the band and let go. This will cause the band to shake, resist the movement with your arm and shoulder.",Rotator Cuff,"Rotator Cuff Tear, Biceps Tendinopathy / Biceps Tendinitis, Shoulder Impingement",N/A,https://www.rehabhero.ca/exercise/internal-rotation-perturbations
External Rotation Perturbations,"This is a rotator cuff stability exercise that adds perturbations to train shoulder proprioception. Loop a strength band through a fraction plate of up to 2.5 lbs and wrap it around a stable object. From here grab the band with the arm furthest from the anchor point and take a side step away from the anchor point. Keep the arm and elbow tucked to the side of your body with a 90 degree bend in the elbow. Grab the weight plate and pull on it to tense the band and let go. This will cause the band to shake, resist the movement with your arm and shoulder.",Rotator Cuff,"Rotator Cuff Tear, Biceps Tendinopathy / Biceps Tendinitis, Shoulder Impingement",N/A,https://www.rehabhero.ca/exercise/external-rotation-perturbations
Short Foot Band Holds,This exercise uses a band to provide resistance to your intrinsic foot muscles. Anchor down one end of the band with a weight or tie it down to something stable in front of you and tense the band and step on the other end with the balls of your toes only. From here engage in a SHORT FOOT exercise and hold for up to 10 seconds before relaxing and repeating.,N/A,"Plantar Fasciitis, Tibialis Posterior Tendinopathy, Medial Tibial Stress Syndrome, Achilles Tear / Achilles Tendinopathy / Achilles Tendinitis, Functional Over Pronation of Medial Longitudinal Arch, Lower Kinetic Pain Syndrome","Intrinsic Foot Muscles, Plantar Fascia",https://www.rehabhero.ca/exercise/short-foot-band-holds
Short Foot Push Off,"This exercise aims to train the pattern of pushing off the balls of your toes (especially big toe). Prior to moving forward, start by tensing the foot by doing the SHORT FOOT exercise. Without losing the muscle contraction in the foot, proceed to lift the heel off to propel your body forwards. Be sure to keep the balls of your foot anchored and reverse the motion to return to start, then release the SHORT FOOT contraction.",N/A,"Plantar Fasciitis, Turf Toe, Achilles Tear / Achilles Tendinitis / Achilles Tendinopathy, Posterior Ankle Impingement, Functional Over Pronation of Medial Longitudinal Arch, Lower Kinetic Pain Syndrome","Intrinsic Foot Muscles, Tibialis Posterior, Plantar Fascia",https://www.rehabhero.ca/exercise/short-foot-push-off
Ankle Sways,"This exercise aims to increase load tolerance and capacity through the ankle following an ankle sprain injury. Use a strength band or exercise band by looping it around your foot while grabbing the ends with your hands. From here, straighten out your knee to add tension to the band and slowly sway your foot side to side. Do not let the band rapidly pull your foot into either direction, this movement should be done slowly and within a comfortable range of motion.","Tibialis Posterior, Tibialis Anterior, Peroneals","Peroneal Strain, Chronic Ankle Sprain, Eversion Ankle Sprain, Inversion Ankle Sprain",N/A,https://www.rehabhero.ca/exercise/ankle-sways
Banded Ankle ABC’s,"The banded ankle abc’s is an ankle sprain rehabilitation exercise that targets all of the muscles of the shin, calf, foot and ankle. Loop an exercise band around the front of your foot and hold each end with your hands. From here move your foot as to draw out each of the letters of the alphabet. To make this exercise more effective, create the largest motions possible while drawing out each letter. You can vary from set by set by doing the alphabet in capitals, lower case, or even backwards.","Calf (Gastrocnemius, Soleus), Tibial Posterior, Tibialis Anterior, Peroneals","Inversion Ankle Sprain, Eversion Ankle Sprain, Chronic Ankle Sprain, Achilles Tendinopathy / Achilles Tear / Achilles Tendinitis, Calf Strain",N/A,https://www.rehabhero.ca/exercise/banded-ankle-abcs
Wall Lean Toe Raises,"This is an exercise that targets the muscles responsible for dorsiflexing the foot, primarily the muscles on the front of your shin. Start by leaning your back against a wall and taking a few steps forward. From here raise your toes up as high as possible while planting your heels down into the floor. Repeat as necessary.","Tibialis Anterior, Extensor Hallucis Longus, Extensor Digitorum Longus","Anterior Shin Splints, Dorsal Foot Pain, Tibialis Anterior Tendinopathy, Extensor Hallicus Longus Strain / Extensor Digitorum Longus Strain",N/A,https://www.rehabhero.ca/exercise/wall-lean-toe-raises
Single Leg Planks,The Single Leg Plank is just as much of a Quadriceps Strengthening exercise as it is a Core Endurance exercise. This is a progression exercise of the PLANK. Start by going into a plank and holding a neutral spine by bracing the core. Then slowly raise one leg off the floor and hold without bending the knee. Maintain this holds for 5-15 seconds depending on your perceived rating of perceived exertion (RPE). You may alternate sides for core development or repeat the same side for knee strengthening.,"Core, Quadriceps","Acute Low Back Pain, Patellar Tendinopathy / Patellar Tendinitis / Quadriceps Tendinopathy / Quadriceps Tendinitis, Runner’s Knee / Jumper’s Knee, ACL Tear, Meniscus Tear",N/A,https://www.rehabhero.ca/exercise/single-leg-planks
Knee Extensions,The Knee Extension exercise is used to strengthen the muscles on the front of your thigh which are collectively called the Quadriceps or ‘Quads’ Muscle Group. Start by sitting with full thigh support on a tall chair or bench. Hold a weight between your feet and extend your knees to full range. To emphasize VMO activation hold the top position for 2 seconds before gradually lowering the weight by bending the knees.,Quadriceps,"Patellar Tendinitis / Patellar Tendinopathy, Quadriceps Tendinitis / Quadriceps Tendinopathy, Jumper’s Knee, Runner’s Knee, Osgood Schlatter’s Disease, ACL Tear, Meniscus Tear, Strength and Conditioning",N/A,https://www.rehabhero.ca/exercise/knee-extensions
Peterson Step Ups,"The Peterson Step Up exercise is used to increase terminal knee extension strength and function. Start by stepping onto a stepper, stair step, or weight plate to elevate one leg off the floor. Then go up on your toes with the elevated foot and proceed to raise your body up by extending the knee. Once at the top of the movement you may lower the heel to rest it. Raise the heel back up before lowering the hovering leg back to the floor. Isolate the movement to the elevated leg by not pushing off of the floor with the lowered foot. To really challenge the knee extensors, raise your body up without using momentum as well.","QuadricepsVastus Medialis Oblique, Vastus Medialis Oblique","Patellofemoral Pain Syndrome, Medial Collateral Ligament Sprain (MCL), Meniscus Tear, Post-Surgical Knee Pain, Patellar Tendinitis / Patellar Tendinopathy, Quadriceps Tendinitis / Quadriceps Tendinopathy, Runner’s Knee / Jumper’s Knee, Osgood Schlatter’s Disease",N/A,https://www.rehabhero.ca/exercise/peterson-step-ups
